答案ID,提交时间,答题耗时,若您已确认上述内容并无异议，请选择下方“开始作答”并点击【下一页】进行本次问卷作答。[A:开始作答B:放弃参与（结束作答）],请问您计划参与测试的设备平台是？[A:PC端B:安卓端],请问您计划本次参与测试会使用安卓手机设备品牌是？[A:华为B:vivoC:OPPOD:小米E:荣耀F:一加G:红米H:iQOOI:三星J:魅族K: 其他，请填写：],请问您将用于本次测试的手机处理器属于以下哪一个选项?[A:骁龙865/天玑9000/麒麟9000及以下（如：小米10/华为Mate 40 Pro等）B: 骁龙870/888/Gen1/Gen2或天玑9200（如：小米13/红米K60 Pro等）C:骁龙8Gen3/天玑9300（如红米K80/iQOO Neo10/一加ACE5等）D:骁龙8Elite/天玑9400及以上(如：小米15/红米K80 Pro/一加Ace5Pro等)E:不清楚具体配置，请填写手机品牌和型号： ],请问您的手机运行内存(RAM)为？[A:4GB及以下B:6GBC:8GBD:12GBE:16GB及以上F:不清楚],请问您能够参与本次测试的PC设备的系统版本是？[A:Windows 10 - 32 位B:Windows 10 - 64 位C:Windows 11D:其他 Windows 系统E:其他操作系统],请选择您在测试中将会使用的PC设备的处理器（CPU）型号,请选择您在测试中将会使用的PC设备的显卡型号,您近半年内主要使用哪些设备玩游戏?[A:手机/平板电脑B:笔记本电脑/台式电脑C:家用主机（如Switch、PS、Xbox等）D:以上都没有],以下手机游戏类型中，您曾深入体验过的有哪些? [A:MOBA类（如王者荣耀、英雄联盟手游等）B:模拟经营类（如桃园深处有人家、心动小镇、我的花园世界等）C:卡牌RPG类（如崩坏：星穹铁道、重返未来：1999、明日方舟、阴阳师等）D:动作类（如绝区零、崩坏3、战双帕弥什等）E:战棋类（如梦幻模拟战、天地劫：幽城再临等）F:自走棋类（如金铲铲之战、多多自走棋等）G:休闲放置类（如剑与远征、杖剑传说等）H:SLG类（如三国志战略版、三国谋定天下、三国：冰河时代等）I:开放世界类（如原神、鸣潮、异环等）J:沙盒类（如我的世界、迷你世界等）K:休闲益智类（如开心消消乐、梦幻家园等）L:射击类（如三角洲行动、逆战：未来等）M:即时制MMORPG（如逆水寒手游、天涯明月刀手游等）N:回合制MMORPG（如梦幻西游、问道等）O:横版动作类（如火影忍者手游、DNF手游、归龙潮等）P:Roguelike类（如重生细胞、土豆兄弟等）Q:其他，请补充 _________________R: 以上都没有],以下手机游戏产品中，您曾深入体验过的有哪些? [A:重生细胞B:忍者必须死系列C:苍翼：混沌效应D:影之刃3E:时空猎人系列F:心渊梦境G:霓虹深渊H:艾希I:火影忍者手游J:归龙潮K:地下城与勇士：起源L:造梦西游系列M:以上都没有],以下PC/主机游戏类型中，您最近三个月玩的最多的是？[A:MOBA(如英雄联盟、DOTA2等)B:集换式卡牌类(如炉石传说、万智牌、游戏王:大师决斗等)C:模拟经营类(如沙石镇时光、星露谷物语、露玛岛、双点博物馆等)D:战争策略类(如帝国时代、魔兽争霸、文明系列等)E:MMORPG类(如逆水寒、最终幻想14、魔兽世界等)F:合作/派对类(如双人成行、糖豆人、猛兽派对等)G:沙盒建造/生存类(如幻兽帕鲁、我的世界、七日世界、RUST、饥荒等)H:射击类(如CSGO、无畏契约、守望先锋、Apex、PUBG、三角洲行动等)I:动作RPG(如只狼、黑暗之魂系列、艾尔登法环、怪物猎人系列等）J:开放世界类(如塞尔达传说系列、刺客信条系列、GTA5、巫师3等)K:平台动作/银河恶魔城类（如奥日、艾希、暗影火炬城等）L:JRPG类（如碧蓝幻想relink、最终幻想系列等）M:视觉小说/文字冒险类(如命运石之门、隐形守护者、底特律:变人等）N:其他，请补充 _________________O:以上都没有],请问您主要是被《绿梦：时空之声》的哪些方面吸引，进而参与本次蚀梦测试的?[A:动作战斗玩法B:美术风格C:有感兴趣的喜欢的角色D:游戏热度高E:喜欢尝试新游戏F:剧情世界观G:游戏类型（动作类）H:游戏类型（射击类）I:朋友、UP主推荐J:其他原因，请补充]
GameCenter_2026060411361174,2026-06-04 19:59:53,107,A,A,,,,B,intel Core i7-14700,RTX4060,B,,,I,B，G
GameCenter_2026060479501173,2026-06-04 19:59:43,609,A,A,,,,C,AMD Ryzen 7 9700x
,5070,A，B,A，D，L,A，H，I，J,A，H，I，J,A，E，G
GameCenter_2026060494911172,2026-06-04 19:59:16,40,A,B,A,C,A,,,,A,D，J，K,L,,F，G
GameCenter_2026060494321170,2026-06-04 19:56:44,62,A,A,,,,C,13th Gen Intel(R) Core(TM) i7-13620H,NVIDIA GeForce RTX 4060 Laptop GPU (8 GB),B,,,A，F，I，J,E
GameCenter_2026060464601164,2026-06-04 19:52:49,484,A,A,,,,B,Intel(R) Core(TM) i3-10100F CPU @ 3.60GHz   3.60 GHz,NVIDIA GeForce GT 1030 (2 GB),A，B,A，D，I，L,M,O,J，为什么只能选三个，都很期待
GameCenter_2026060465961162,2026-06-04 19:52:06,312,A,A,,,,C,i9-14900HX,RTX5060,B,,,I，K,B，E，G
GameCenter_2026060435461161,2026-06-04 19:51:10,279,A,A，B,B,C,D,C,AMD Ryzen 8845,RTX 5060HX,A，B,A，C，D，I，P,A，C，H，I，J,F，G，J,E
GameCenter_2026060436671160,2026-06-04 19:50:46,155,A,B,A,A,B,,,,A,A，D,B，C，I,,A，B，E
GameCenter_2026060449191159,2026-06-04 19:50:37,159,A,B,E,A,E,,,,A，C,A，B，C，I，K,J,F，G,B，C，E
GameCenter_2026060461461158,2026-06-04 19:50:18,432,A,B,G,C,E,,,,A,L,J，K，L,,A，B，C
GameCenter_2026060458191156,2026-06-04 19:47:53,355,A,B,B,A,D,,,,A,A，C，D,E，J，K,,A，G
GameCenter_2026060431251155,2026-06-04 19:47:30,46,A,A,,,,C,i5-12600k,4060,B,,,A，G，H,A，B，C
GameCenter_2026060466351153,2026-06-04 19:44:51,107,A,A，B,H,A,D,C,i5-14600kf,rtx 4060,B,,,C，G，H，I,C
GameCenter_2026060410871151,2026-06-04 19:43:12,119,A,A，B,C,D,E,C,Intel ultra9  275HX,5070ti,A，B,A，C，D，I，L,M,F，L，M,A，B，E
GameCenter_2026060443191149,2026-06-04 19:42:31,39,A,B,A,A,E,,,,A,A，C，D,C，I，J，K，L,,A，B，E
GameCenter_2026060482851147,2026-06-04 19:41:42,76,A,B,H,C,E,,,,A,A，D，O,C，I,,A，B
GameCenter_2026060455911146,2026-06-04 19:41:35,772,A,A,,,,C,Intel Core Ultra5,Inter Are 130T GPU
,B,,,G,A，B，F
GameCenter_2026060495361145,2026-06-04 19:41:10,65,A,B,C,D,D,,,,A，B，C,C，D，I，J，O,M,B，I，L,A，B，C
GameCenter_2026060425181144,2026-06-04 19:40:18,202,A,A，B,J,C,E,C,i512400f,amd6600xt,A，B，C,D，I，J，K，L,B,J,B，E，G
GameCenter_2026060481661137,2026-06-04 19:32:16,139,A,A，B,H,C,E,C,i9,集显,A，B,A，F，J，P,A，G,A，H,E
GameCenter_2026060466801136,2026-06-04 19:31:36,250,A,A，B,D,D,E,B,inter u7 265k,rtx4080s,A，B，C,C，D，E，G，I,C，E，H，K,E，F，H，I，J,C，E，G
GameCenter_2026060432171131,2026-06-04 19:28:52,107,A,B,H,E，IQOO NEO8,E,,,,A,A，C，D，G，I,B，C，H，J,,A，E，G
GameCenter_2026060431081130,2026-06-04 19:27:50,33,A,B,D,D,E,,,,A,A，C，D,I,,B，C
GameCenter_2026060444181128,2026-06-04 19:26:22,73,A,B,B,D,E,,,,A,A，D，I，O,A，B，E，H，K,,C，D，E
GameCenter_2026060466921126,2026-06-04 19:25:26,115,A,B,D,D,C,,,,A,A，C，D，F，H,B，K,,A，C，E
GameCenter_2026060410731125,2026-06-04 19:25:00,97,A,A,,,,B,AND R5 5600,inter A750,B,,,B，H，J,B，C，F
GameCenter_2026060450891122,2026-06-04 19:23:50,376,A,A，B,A,A,C,C,amd ryzen 9 7945hx,nvidia Geforce rtx 4060,B,,,A，G，H，M,B，C
GameCenter_2026060419991121,2026-06-04 19:23:26,77,A,B,H,C,E,,,,A,A，C，I,F，J，L,,A，C，F
GameCenter_2026060494911120,2026-06-04 19:22:11,220,A,B,H,D,E,,,,A，B,C，F，M,M,E，I，L,B，E，G
GameCenter_2026060476691119,2026-06-04 19:21:46,83,A,A,,,,C,i7,1650,A，B,A，D，F，I，O,K,A,A，E，F
GameCenter_2026060461841117,2026-06-04 19:21:30,91,A,A，B,G,A,C,C,天选5pro,4090,B,,,H,A，C
GameCenter_2026060426331113,2026-06-04 19:19:41,127,A,A，B,G,C,E,C,i5 12100f,amd 6500xt,B,,,A，I，K，L，M,A，B，G
GameCenter_2026060411431112,2026-06-04 19:18:51,123,A,B,B,A,B,,,,A,J,B,,E
GameCenter_2026060472241111,2026-06-04 19:18:01,134,A,A，B,D,A,B,B,8700,1060 6G,A，B,D，N，P,A，C，D，G，H,B，D，I,A，C，E
GameCenter_2026060423291110,2026-06-04 19:17:59,286,A,A,,,,C,英特尔i714700kf 
,七彩虹RTX4070super 白火神,A，B,A，D，I，J，L,B，J，K,G，H，L,B，E
GameCenter_2026060442771109,2026-06-04 19:17:13,347,A,A，B,H,D,D,C,AMD Ryzen7 7735H with Radeon Graphics,NVDIA GeForce RTX 4060 Laptop GPU,A，B,C，D，I，J，L,A，H,G，H，I，J,A，B，F
GameCenter_2026060478421107,2026-06-04 19:14:52,104,A,B,G,D,D,,,,A，B,A，F,A，K,H,B，E
GameCenter_2026060474081105,2026-06-04 19:12:35,114,A,B,E,B,D,,,,A,D，I,A，H，I,,A，B，E
GameCenter_2026060475911104,2026-06-04 19:11:46,157,A,B,H,A,E,,,,A，B,C，D，J，P,D，F，G，I,G，H，I,A，B，C
GameCenter_2026060480941103,2026-06-04 19:10:52,56,A,A，B,C,C,D,C,9800x3d,5070,A，B，C,A，D，M，O，P,A，B，C，H，K,A，H，I，K,A
GameCenter_2026060469241097,2026-06-04 19:08:49,74,A,A,,,,C,AMD Ryzen 5 5600X 6-Core Processor,RTX 4060,A，C,A，D,J,A，H，I,A，B
GameCenter_2026060437181094,2026-06-04 19:07:41,58,A,A,,,,B,5800X
,4070TIS,B,,,A，I，K，L,B，G
GameCenter_2026060425691093,2026-06-04 19:06:54,122,A,B,H,D,E,,,,A,A，C，I，L,M,,E
GameCenter_2026060420531092,2026-06-04 19:06:32,91,A,B,E,C,F,,,,A,A，D，F，H，L,A，G,,A，B，G
GameCenter_2026060484051091,2026-06-04 19:04:37,81,A,B,H,C,D,,,,A,D，I,A,,A，B，F
GameCenter_2026060449411090,2026-06-04 19:03:23,45,A,B,G,D,D,,,,A,A，I，P,C，H，J,,A，B，C
GameCenter_2026060414081088,2026-06-04 19:02:44,92,A,B,E,E，荣耀x50,E,,,,A,C，D，I，J,J,,A，E，F
GameCenter_2026060471071087,2026-06-04 19:02:28,61,A,A,,,,B,9600x,4070ti,B,,,N,A，B
GameCenter_2026060446001086,2026-06-04 19:02:17,71,A,B,H,D,D,,,,A,D，I，J，L，O,B，H，I，K，L,,B，C，E
GameCenter_2026060431121085,2026-06-04 19:00:44,121,A,B,D,E，小米17promax,E,,,,A,C，D，I,D，J,,A，B，E
GameCenter_2026060443901084,2026-06-04 19:00:26,201,A,A，B,B,D,E,C,AMD R9,gtx4070,A，B，C，D,C，D，O，P，R,A，B，C，I，K,I，J，K，L,A，B，G
GameCenter_2026060470871082,2026-06-04 18:58:32,129,A,B,E,E，第三代骁龙七移动平台,E,,,,A,C，D，L,M,,A，B，C
GameCenter_2026060495901080,2026-06-04 18:57:59,136,A,A,,,,C,14600kf,5060ti,A，B,A，F，I，O,H，K,A，H,A，B，E
GameCenter_2026060469821077,2026-06-04 18:55:08,206,A,A,,,,B,处理器: AMD Ryzen 7 9700x 8-Core Processor八核
显卡: AMD Radeon RX 7700 XT ( 12GB)
内存: 64GB DDR5 600OMHz ( 32GB+32GB),显卡: AMD Radeon RX 7700 XT ( 12GB),B,,,H，I，J，K，M,A，B，G
GameCenter_2026060465091076,2026-06-04 18:54:27,101,A,A，B,A,E，华为Mate 60 Pro,D,C,12代i7,4080ti,A，B,A，D，E，H,B，E，G，I，L,C，F，G，I，K,B，E，G
GameCenter_2026060432941075,2026-06-04 18:54:24,150,A,A，B,D,D,D,C,13th Gen Intel(R) Core(TM) 17-13620H,NVIDIA GeForce RTX 4060 Laptop GPU,A，B,A，C，D，I，O,B，C，I，K，L,B，F，H，J,B，C
GameCenter_2026060465441074,2026-06-04 18:53:07,62,A,B,E,C,D,,,,A，B，C,A，B，C，M,E,E，H,B
GameCenter_2026060450781072,2026-06-04 18:52:16,297,A,B,D,B,C,,,,A,A,M,,F
GameCenter_2026060448581071,2026-06-04 18:49:43,85,A,B,H,B,E,,,,A,C，D，F，I，L,B,,C，E，G
GameCenter_2026060420231069,2026-06-04 18:49:03,309,A,A，B,F,D,E,C,intel corei7-14650hx,RTX5060,A，B,A，C，D，G，L,A，B，C，H，I,B，H，I，J，K,A，B，E
GameCenter_2026060476431067,2026-06-04 18:46:28,185,A,A,,,,B,英特尔I5,N卡RTX2060,A,C，D，I，O，P,D，E，K,,B，E
GameCenter_2026060463421066,2026-06-04 18:46:03,82,A,B,H,A,D,,,,A,A，C，D，I,I，J,,A，C，E
GameCenter_2026060427681065,2026-06-04 18:46:03,50,A,B,E,D,D,,,,A,C，D，I,J,,B，C
GameCenter_2026060434291064,2026-06-04 18:46:02,233,A,B,A,E，华为Mate 70Pro,D,,,,A，B,A，C，D，I，K,A，L,E，G，H,A，B，E
GameCenter_2026060445161063,2026-06-04 18:45:53,73,A,B,H,D,E,,,,B,,,A，H，K，L,A，B，C
GameCenter_2026060410281061,2026-06-04 18:45:16,156,A,B,A,E，mate80rs,E,,,,A，B,C，D，I，L，O,C，D，H，J,G，H，I，J，L,A，B，E
GameCenter_2026060415711060,2026-06-04 18:45:16,72,A,A，B,G,A,E,A,华硕天选6,华硕天选6,A，B,C，D，I，L,C，H，J,E，G，J，L,B，E，F
GameCenter_2026060439211058,2026-06-04 18:44:49,63,A,B,C,D,D,,,,A，B,C，D，I，L，O,A，C，D，F，H,B，F，G，H，I,A，B，C
GameCenter_2026060471641054,2026-06-04 18:43:47,75,A,B,C,D,C,,,,C,,,A，B，H，I，K,B，G
GameCenter_2026060493741051,2026-06-04 18:42:44,138,A,B,K，nzone,E，nzone sp210,C,,,,A,A，D，L，O，P,A，C，H,,A，B，F
GameCenter_2026060486391050,2026-06-04 18:42:00,49,A,B,D,A,F,,,,A,A，C，I,M,,F
GameCenter_2026060442771048,2026-06-04 18:40:15,200,A,A，B,B,A,D,C,AMD Ryzen 9 8945HX with Radeon Graophics,英伟达RTX5060,B,,,H,C，E，F
GameCenter_2026060438881047,2026-06-04 18:39:53,77,A,B,H,C,E,,,,A,A，C，D，I，L,I，J,,A，C
GameCenter_2026060437051046,2026-06-04 18:39:31,94,A,B,H,D,E,,,,A,A，D，O，P,A，E，G，I，K,,A，B，E
GameCenter_2026060459101045,2026-06-04 18:39:07,51,A,B,F,B,E,,,,A,B，C，D，I，L,M,,A，B，G
GameCenter_2026060431931044,2026-06-04 18:38:49,47,A,A,,,,A,谢谢,谢谢,A,A,A,,A
GameCenter_2026060469721043,2026-06-04 18:38:45,132,A,A，B,H,D,E,C,锐龙9 8940HX ,RTX5060,A，B,C，D，I，J，L,C，H，I,F，G，H，I，J,B，E，G
GameCenter_2026060458191041,2026-06-04 18:38:32,46,A,B,A,A,D,,,,A,C，D，I,A，I，J,,B，E，F
GameCenter_2026060461721040,2026-06-04 18:36:21,136,A,A，B,H,D,D,B,AMD Ryzen 9 8500,RTX5060,A,L,M,,A，B，D
GameCenter_2026060424231039,2026-06-04 18:35:46,211,A,A，B,K，坚果R2,A,D,C,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4060 Laptop,A，B，C,A，C，G，I，M,A，D，K,E，I，K，M,A，B，G
GameCenter_2026060418351038,2026-06-04 18:33:47,60,A,B,G,B,C,,,,A，B,A，C，D，F，I,A，G，I，J,A，H，M,B，C，E
GameCenter_2026060462091037,2026-06-04 18:33:45,211,A,A,,,,C,i5-12400f,4060,B,,,H，J,B，E
GameCenter_2026060410791036,2026-06-04 18:32:00,225,A,A,,,,B,5600x,5070ti,A，B，C,I，L，N，P，Q,A，B，G，H,F，H，J，L,B，E，I
GameCenter_2026060431161035,2026-06-04 18:31:19,139,A,B,A,B,E,,,,A,A，I，J，M,B,,E，F，I
GameCenter_2026060460611032,2026-06-04 18:27:31,70,A,B,H,C,E,,,,A,C，D，I,M,,A，E，G
GameCenter_2026060449181031,2026-06-04 18:27:21,161,A,A，B,G,B,D,C,AMD Ryzen 9 7940HX with Radeon Graphics           2.40 GHz,NVIDIA GeForce4070,A，B,D，L,M,H，I，J,A，B，G
GameCenter_2026060415731030,2026-06-04 18:25:26,78,A,B,E,E，荣耀30S,F,,,,A,D，L,M,,B，E，F
GameCenter_2026060444021029,2026-06-04 18:25:15,86,A,B,F,C,E,,,,A，B,A，D，L,I,A，H,A，B
GameCenter_2026060445721027,2026-06-04 18:22:11,60,A,A,,,,C,i5-12400,NVIDIA RTX3060,B,,,B，H，J,A，B，E
GameCenter_2026060437471026,2026-06-04 18:22:07,137,A,B,G,C,D,,,,A，B,A，D，I，O，P,A，H，I,I，J，K，L，M,A，G
GameCenter_2026060495431025,2026-06-04 18:22:01,60,A,A,,,,C,12600kf,华硕巨齿鲨4060ti,B，C,,,G，H，K,B，C
GameCenter_2026060456051024,2026-06-04 18:21:11,729,A,B,K，红魔,D,E,,,,A，B,A，D，I，O,I,A，G，H,A，E
GameCenter_2026060491681022,2026-06-04 18:18:23,92,A,B,H,D,D,,,,A,C，I，P,A，C，F,,A，B，I
GameCenter_2026060478441021,2026-06-04 18:16:59,140,A,A，B,B,B,D,B,Intel i7-14650HX,RTX 5070ti laptop,B，C,,,B，I,B，C
GameCenter_2026060475391020,2026-06-04 18:16:57,113,A,A，B,F,C,D,C,9955x3d,5070ti,A，B,A，C，D，L,A，B，E，I，K,A，F，H，J,A，C，E
GameCenter_2026060459091019,2026-06-04 18:16:51,145,A,A,,,,B,core i710,英伟达1650ti,B,,,A，I，L,A，E，G
GameCenter_2026060416271017,2026-06-04 18:14:21,65,A,B,H,A,D,,,,A,D，J，L,I,,A，B，C
GameCenter_2026060481801016,2026-06-04 18:11:02,168,A,B,K，红魔,B,D,,,,A,D，L，P,C，E，I，L,,A，B，G
GameCenter_2026060434301015,2026-06-04 18:10:40,55,A,B,K,A,C,,,,A,C，D，K,H，I，K,,E，G，I
GameCenter_2026060474471012,2026-06-04 18:06:35,48,A,A,,,,C,AMD R9-7845,5060 8GB,B,,,H，J，K，M,A，B，E
GameCenter_2026060425391009,2026-06-04 18:02:14,164,A,B,A,A,E,,,,A，B,A，B，C，F，J,J,C，J,A，B
GameCenter_2026060486681008,2026-06-04 18:01:43,129,A,B,H,B,E,,,,A，B,A，C，D，I，M,A，K,A，H,A，G
GameCenter_2026060437521007,2026-06-04 18:00:53,47,A,B,C,D,E,,,,A,A，B，D，E，I,A，J,,A，B，F
GameCenter_2026060425621006,2026-06-04 18:00:33,242,A,A，B,H,B,E,C,处理器	12th Gen Intel(R) Core(TM) i5-12500H (2.50 GHz)
,NVIDIA GeForce RTX 3050 Laptop GPU (4 GB),A，B,A，C，D，E，I,A，B，C，H，J,D，G，H，I，J,A，B，E
GameCenter_2026060428141004,2026-06-04 17:59:42,444,A,A，B,A,A,E,A,Ryzen 7系列5000系列产品,RTX 3050,A，B,A，C，D，I，P,A，C，G，H，J,A，B，C，F，G,A，B，E
GameCenter_2026060435231003,2026-06-04 17:59:41,77,A,B,F,E，一加ace3,E,,,,A,A，C，D，I，J,J，L,,D，E，F
GameCenter_2026060496211002,2026-06-04 17:58:25,479,A,A，B,C,E，OPPO K13 Turbo Pro,E,C,英特尔Core i7-14650HX一十六核,英伟达NVIDIA GeForce RTX 5060Laptop GPU,A,A，C，D，I，L,A，B，C，I,,B，C，E
GameCenter_202606042655999,2026-06-04 17:53:00,63,A,B,H,C,D,,,,A,A，C，D，G，I,A，F，J,,B，E
GameCenter_202606047589998,2026-06-04 17:52:53,44,A,A,,,,C,9700x,4070tis,B,,,H，I,G
GameCenter_202606048098996,2026-06-04 17:51:51,41,A,A,,,,C,英伟达4060,笔记本,B,,,A，H,B，C
GameCenter_202606043010994,2026-06-04 17:51:02,247,A,A，B,G,C,D,C,Intel(R) Core(TM) i7-14650HX (2.20 GHz),rtx 4060 laptop,A，B,C，D，I，O，P,H，L,J，K，L，M,C，D，E
GameCenter_202606049553993,2026-06-04 17:50:42,128,A,A,,,,C,7500f,intel arc580,B,,,A，M，N,A，E，G
GameCenter_202606043664992,2026-06-04 17:50:24,72,A,A,,,,C,ntel(R) Core(TM) i7-14700KF   3.40 GHz,RTX 4080,A，B,A，D，M，N，O,A，D，F，H，I,A，C，I，J，L,A，B
GameCenter_202606044625990,2026-06-04 17:48:00,97,A,A,,,,C,i5,4050,B,,,E，G,C，E
GameCenter_202606047947989,2026-06-04 17:47:54,126,A,A,,,,C,9600x,万图师5060ti 8g,A，B,C，D，I，J,B，C，H,C，H,A，B，E
GameCenter_202606049732988,2026-06-04 17:46:55,1947,A,A，B,D,D,D,C,and ryzen 9 7940h,rtx4060,A，B,A，I,C，E，G，H,D，J,A，B，C
GameCenter_202606049089987,2026-06-04 17:46:45,39,A,B,G,D,E,,,,A,A，C，D，F，I,J，L,,A，B，C
GameCenter_202606045824986,2026-06-04 17:46:20,1590,A,A，B,A,D,E,C,core I7-11700F,NVIDIA GeForce GTX 1630,A，B，C,C，I，Q,F，G，H,A，F，I，J，K,A，B，E
GameCenter_202606048355983,2026-06-04 17:43:15,69,A,B,H,C,E,,,,A,A,B，C，E,,A，G
GameCenter_202606046423979,2026-06-04 17:40:21,127,A,A,,,,C,骁龙5940,4060笔记本版,B,,,I,A，C，G
GameCenter_202606043246978,2026-06-04 17:37:35,243,A,B,D,E，红米note12T,D,,,,A，B,A，D，P,A，E，H,A，E,A，B，C
GameCenter_202606041001977,2026-06-04 17:37:33,91,A,A，B,A,A,D,C,i7,gtx4060,A，C,D，E,A，C，H，J,A，J,E，F
GameCenter_202606042683976,2026-06-04 17:37:20,88,A,B,F,C,D,,,,A,A,K,,A，B，E
GameCenter_202606046884973,2026-06-04 17:36:28,73,A,A,,,,B,amd7700xt,rtx5070,B,,,A，H，I,A，B，C
GameCenter_202606048344971,2026-06-04 17:34:47,111,A,A,,,,B,i3-12100F,1660s,B,,,A,B
GameCenter_202606044604970,2026-06-04 17:31:07,38,A,A，B,G,C,D,B,9800x3d,5070,B,,,C，D,A，C，E
GameCenter_202606041300969,2026-06-04 17:30:44,177,A,B,D,B,D,,,,A，B,A，C，D，I，J,A，I,A，H，I,C，E，F
GameCenter_202606047656968,2026-06-04 17:29:53,106,A,A,,,,C,i5-12400F,nvidia 5060TI 16G,B,,,G，I，J，K，L,B，C，E
GameCenter_202606047433966,2026-06-04 17:28:46,136,A,B,E,A,E,,,,A,A，C，D，I,B，J,,B，E
GameCenter_202606042419964,2026-06-04 17:27:42,45,A,B,E,C,E,,,,A,A，C，L，O,C，E，H，I,,E
GameCenter_202606045772963,2026-06-04 17:26:38,131,A,A，B,G,B,C,C,i5 14600kf,4060ti,B,,,F，H，I，J,A，B，E
GameCenter_202606047041962,2026-06-04 17:26:31,92,A,A，B,G,D,D,C,r5 9600x,5070,A，B，C,C，D，I,F，H,I，J，K，L,A，B，G
GameCenter_202606047028960,2026-06-04 17:24:52,57,A,A,,,,B,amd5800x,3090,D,,,,A，B，G
GameCenter_202606042721958,2026-06-04 17:24:46,58,A,B,K，联想,D,E,,,,A,A，D，L,M,,B
GameCenter_202606045763955,2026-06-04 17:23:34,82,A,A,,,,C,r9-8940hx,5060,A，B，C,A，I,H，I,H，J,A，B
GameCenter_202606044897954,2026-06-04 17:23:12,85,A,B,G,E，redmi note 15 pro,D,,,,A，B,C，D，I，J，P,A，C，G,B，C，G，K，M,B，G
GameCenter_202606047903953,2026-06-04 17:23:09,193,A,A，B,A,A,D,C,AMD R7-H255,RTX 4060,A，B,D，F，I，J，L,C，E，H，I，L,G，H，I，L,A，B，D
GameCenter_202606044491952,2026-06-04 17:22:23,98,A,B,G,B,D,,,,A，B,C，D，H，J，L,A，C，E，G，J,A，E，H，I，L,A，E，G
GameCenter_202606045054949,2026-06-04 17:18:30,64,A,A，B,A,A,D,C,12400f,2060,A,A，C，D，I,C，L,,A，B，C
GameCenter_202606042182948,2026-06-04 17:17:42,123,A,A，B,D,E，17promax,E,C,i7-14700kf,4090,A，B,A，D，I,I,A,A，J，集团军支持陈清
GameCenter_202606041191946,2026-06-04 17:15:04,38,A,B,H,C,D,,,,B,,,B,C
GameCenter_202606042433945,2026-06-04 17:13:57,66,A,B,F,C,C,,,,B,,,A，C，I,B，D，F
GameCenter_202606044416944,2026-06-04 17:12:23,153,A,A，B,H,C,C,C,i7-12700H,RTX3060,A，B，C,A，C，D，I，O,A，C，F，H，I,A，B，I，J，K,A，C，G
GameCenter_202606047518942,2026-06-04 17:11:01,65,A,B,C,E，OPPOfindx2pro,E,,,,A,C，D，I，L，O,H，I,,B，G
GameCenter_202606042652941,2026-06-04 17:10:34,277,A,A，B,A,D,E,C,intel core 9,RTX 4060,A，B,A，C，D，I，O,A，D，I，J,A，G，J,A，B，E
GameCenter_202606048433937,2026-06-04 17:08:15,46,A,B,E,B,D,,,,A,C，D，I，L，O,A，I,,A，C，E
GameCenter_202606049653935,2026-06-04 17:07:58,73,A,B,D,B,D,,,,A,C，D，I，L，O,I,,A，B，E
GameCenter_202606049709931,2026-06-04 17:05:21,51,A,B,A,A,D,,,,A,C，D,B，J,,A，B，C
GameCenter_202606048999929,2026-06-04 17:04:14,155,A,B,A,E，华为Mate60Pro,D,,,,A,C，D，I，L,C,,A，B，C
GameCenter_202606047780928,2026-06-04 17:04:03,154,A,A,,,,C,Ryzen 5 7600x,NVIDIA GeForce RTX 4060 Ti,B,,,A，E，I，L,A，B，F
GameCenter_202606042429924,2026-06-04 17:00:28,186,A,A，B,F,D,E,B,78x3d,5060铭瑄,A，B,D，O，Q,C，D，E，F，H,K，M,A，G，J，横版动作游戏太少了想试试 
GameCenter_202606048769922,2026-06-04 16:59:19,81,A,B,H,B,E,,,,A,D，I,A，G，H,,A，B，C
GameCenter_202606048106921,2026-06-04 16:59:05,381,A,A，B,E,D,E,C,Intel Core Ultra7 255HX,NVIDIA Geforce RTX 5070 Ti Laptop,A，B,C，D，I，J，L,A,C，H，M,A，B，E
GameCenter_202606045645920,2026-06-04 16:59:03,65,A,A,,,,C,245kf,雪狐5060ti16g,B,,,G,B
GameCenter_202606042692917,2026-06-04 16:57:50,119,A,B,A,E，华为nova11，型号hi nova11,C,,,,A,A，D，I,B，J,,A，B
GameCenter_202606041121915,2026-06-04 16:55:42,504,A,B,D,E,E,,,,A,A，C，D，I，P,A，C，I,,A，B，G
GameCenter_202606043616914,2026-06-04 16:54:48,41,A,B,H,B,D,,,,A,B，C，I，J,A，H,,B，C
GameCenter_202606049914913,2026-06-04 16:53:19,69,A,B,G,B,D,,,,A,C，D，I，J，L,H，I,,A，B
GameCenter_202606046020912,2026-06-04 16:53:13,59,A,B,D,C,E,,,,B,,,A，G，H，J,B，C，F
GameCenter_202606044570910,2026-06-04 16:52:01,91,A,B,B,E，vivos16e,D,,,,A,D,I,,B，C，E
GameCenter_202606046606909,2026-06-04 16:52:01,88,A,A,,,,C,I9,5060,B,,,J，K，M,A
GameCenter_202606044369906,2026-06-04 16:49:13,56,A,A,,,,C,intel i712450H,3060,B,,,B，H，J，M,A，B，E
GameCenter_202606046733904,2026-06-04 16:48:59,69,A,B,H,C,D,,,,A,A，C，D，G，I,A，C，G，H，J,,A，B，E
